<<<<<<< HEAD
"","experiment_group","text","tweet_id","tweet_likes","retweets","tweet_created_at","user_id","in_reply_to_status_id","in_reply_to_user_id","in_reply_to_screen_name","dow","month_day","time","yr","ymd","tweet_id_char","created_at","description","location","followers_count","screen_name","statuses_count","favourites_count","verified","user_id_char"
"5","msnbc","@MSNBC @MaddowBlog The simple defense is why should I pay for my own student loans and everyone elses?  Its ridiculous what Fuhrer Biden is pushing these days.",1597022921037615104,1,0,"Mon Nov 28 00:21:50 +0000 2022",1586493575948296192,1596987299044200448,2836421,"MSNBC","Mon","Nov 28","00:21:50"," 2022",2022-11-28,"1597022921037615104","Sat Oct 29 23:02:10 +0000 2022","Gay Libertarian, married, gun owner, dog daddy, high earner, with little patience for extremists, woke nazis, religious zealots and people who support tax rape.","My house",5,"32926Uhtred",1102,320,"False","1586493575948296192"
"6","msnbc","@MSNBC @MaddowBlog Nothing simple about it this Student loan forgiveness is UNCONSTITUTIONAL.",1597025878155722752,0,0,"Mon Nov 28 00:33:35 +0000 2022",1585795943508606976,1596987299044200448,2836421,"MSNBC","Mon","Nov 28","00:33:35"," 2022",2022-11-28,"1597025878155722752","Fri Oct 28 00:50:11 +0000 2022","Gotta enjoy Life while you got it!","",130,"RogerWPetersen1",1636,586,"False","1585795943508606976"
"7","foxnews","@FoxNews The money they squander. Tax payers money. $85 Billion in Assets from Afghanistan. Pay off student loans.... Where does it end.",1597091067283009536,0,0,"Mon Nov 28 04:52:37 +0000 2022",2277551238,1597047666701221888,1367531,"FoxNews","Mon","Nov 28","04:52:37"," 2022",2022-11-28,"1597091067283009536","Sun Jan 05 12:28:32 +0000 2014","Let's Go!","",28,"DurbinPradeepa",1637,1414,"False","2277551238"
"8","msnbc","@MSNBC Here’s an idea, how about MSM do their job and start calling out the hypocrisy of Republicans who took millions in PPP $ but are too selfish to give some struggling people 10k for a student loan-shame them.",1597210847100964864,0,0,"Mon Nov 28 12:48:35 +0000 2022",2275350991,1597206707641401344,2836421,"MSNBC","Mon","Nov 28","12:48:35"," 2022",2022-11-28,"1597210847100964864","Sat Jan 04 01:18:29 +0000 2014","Library Media Specialist","",200,"MsMMassMedia",10030,51900,"False","2275350991"
"9","msnbc","@MSNBC Ppp loans were all forgiven for Rich but poor working people still gonna have to pay student loans per Republicans .

Republicans love to sue and keep poor poor .",1.597212294593e+18,1,0,"Mon Nov 28 12:54:20 +0000 2022",1571471646522753024,1597206707641401344,2836421,"MSNBC","Mon","Nov 28","12:54:20"," 2022",2022-11-28,"1.597212294593e+18","Sun Sep 18 12:11:06 +0000 2022","Jokes and Satire only","",15,"Ron07442490",1512,928,"False","1571471646522753024"
"10","foxnews","@FoxNews End the #Ukraine money grab.!! 

Pay-off all student loans first as an investment in America’s future.! (I am 63 - Doesn’t affect me) 
—
End ALL @USAID NOW",1597226518178320384,1,0,"Mon Nov 28 13:50:51 +0000 2022",1478864644878086144,1596891606174441472,1367531,"FoxNews","Mon","Nov 28","13:50:51"," 2022",2022-11-28,"1597226518178320384","Wed Jan 05 23:03:47 +0000 2022","I’m back - Again - Fighting fascism by Twits","United States",18,"squawkCubed",1646,1020,"False","1478864644878086144"
"11","msnbc","@MSNBC Did you just discover who Biden is?

Next up from MSNBC ""hey guys, Biden made student loans non-dischargable  as a favor to banks, can you believe this breaking news????""",1597232855616458752,0,0,"Mon Nov 28 14:16:02 +0000 2022",1591109741153075200,1597062780917469184,2836421,"MSNBC","Mon","Nov 28","14:16:02"," 2022",2022-11-28,"1597232855616458752","Fri Nov 11 16:45:15 +0000 2022","@matty@anarchism.space Mastodon

Library Socialist.  Živio Tito, Fully Automated Luxury Gay Space Communism in our lifetime.

https://t.co/5teriCsRgk","",91,"librarysoc",1989,7257,"False","1591109741153075200"
"12","foxnews","@FoxNews Stop Federal Funding and student loans to attend these schools.",1597237208485806080,0,0,"Mon Nov 28 14:33:20 +0000 2022",1587126039054061568,1597197385993797632,1367531,"FoxNews","Mon","Nov 28","14:33:20"," 2022",2022-11-28,"1597237208485806080","Mon Oct 31 16:55:59 +0000 2022","","",4,"RdRadiii",19,162,"False","1587126039054061568"
"13","foxnews","@FoxNews He's having issues isn't he. He can't pass a ban on pew pews, he can't do student loan forgiveness (kind of intentional btw,) he can't pass gas because his heads in the way of natural progression in his bum.

He just can't catch a break man. 😪",1597255226146578432,0,0,"Mon Nov 28 15:44:56 +0000 2022",1549916753114824704,1597236441720946688,1367531,"FoxNews","Mon","Nov 28","15:44:56"," 2022",2022-11-28,"1597255226146578432","Thu Jul 21 00:40:02 +0000 2022","Mom of 4, Army wife for life, AF and Army Mom, and a VA caregiver. Pure Blood. Gamer. Lover of freedom.","Podunk Missery",35,"FrenchVanessa3",1045,169,"False","1549916753114824704"
"14","cnn","@CNN Let's see how much they believe in the Constitution after the courts declare the Student Loan Forgiveness unconstitutional.",1597268748926595072,0,0,"Mon Nov 28 16:38:40 +0000 2022",301552174,1597209965537955840,759251,"CNN","Mon","Nov 28","16:38:40"," 2022",2022-11-28,"1597268748926595072","Thu May 19 17:21:19 +0000 2011","People should not be afraid of their governments, governments should be afraid of their people.

Resist/Tyranny","Sniffing your hair",1174,"DC_Rob",28399,61996,"False","301552174"
"15","msnbc","@MSNBC And it won’t be the last! Biden has proven he will do anything to stay in power; lied he had congressional approval for student loan forgiveness, lying his son Beau died in Iraq, lied he graduated at the top of his class, etc. just a pathetic patsy &amp; liar!",1597277362353504256,0,1,"Mon Nov 28 17:12:53 +0000 2022",888061675156459520,1597062780917469184,2836421,"MSNBC","Mon","Nov 28","17:12:53"," 2022",2022-11-28,"1597277362353504256","Thu Jul 20 15:42:57 +0000 2017","","Florida",7,"VicRioli",2154,10,"False","888061675156459520"
"16","foxnews","@FoxNews Will this also be covered by the 'student debt forgiveness'?",1597281010789806080,0,0,"Mon Nov 28 17:27:23 +0000 2022",961630265385930752,1596955801230479360,1367531,"FoxNews","Mon","Nov 28","17:27:23"," 2022",2022-11-28,"1597281010789806080","Thu Feb 08 15:58:16 +0000 2018","✝️Classic liberal that can see thru the BS of the extreme left, and right.","the world",114,"Nitrojunky54",29337,33253,"False","961630265385930752"
"17","foxnews","@FoxNews This makes no sense...Ukrainian oligarchs can't vote in US elections...maybe they have outstanding student loans....",1597370274638270464,0,0,"Mon Nov 28 23:22:05 +0000 2022",1578547887495155712,1597178510610759680,1367531,"FoxNews","Mon","Nov 28","23:22:05"," 2022",2022-11-28,"1597370274638270464","Sat Oct 08 00:48:53 +0000 2022","","",56,"OldsargeThe",142,1073,"False","1578547887495155712"
"18","cnn","@CNN What?????? You mean you can’t write some kind of executive order to fix this?  Just like you can forgive student loans?  Yes Joe, congress has to power but you do not!",1597384560349949952,5,0,"Tue Nov 29 00:18:51 +0000 2022",74697061,1597383623551893504,759251,"CNN","Tue","Nov 29","00:18:51"," 2022",2022-11-29,"1597384560349949952","Wed Sep 16 10:06:59 +0000 2009","20 year Navy veteran. I love our flag and our country. #Bidensucks, #bluelivesmatter, #IllinoisDemocraticpartyblows, #LetsGoBrandon","Illinois",295,"grizman1825",17002,11374,"False","74697061"
"19","cnn","@CNN Just like the student loan BS..remember before the election China Joe said because of his negotiations there will be no l rail strike. How long will CNN allow China Joe and his administration to spread their BS?",1597385473554800640,3,1,"Tue Nov 29 00:22:29 +0000 2022",1591516444105342976,1597383623551893504,759251,"CNN","Tue","Nov 29","00:22:29"," 2022",2022-11-29,"1597385473554800640","Sat Nov 12 19:41:33 +0000 2022","","",2,"JohnHen69685395",48,0,"False","1591516444105342976"
"20","foxnews","@FoxNews Biden will use this to keep the pandemic going in the US so it justifies him giving student loan relief..",1597473502424338432,0,0,"Tue Nov 29 06:12:17 +0000 2022",407966949,1597333277735809024,1367531,"FoxNews","Tue","Nov 29","06:12:17"," 2022",2022-11-29,"1597473502424338432","Tue Nov 08 20:06:26 +0000 2011","Musician / Singer /Song Writer performing your favorite dance music.","Port Charlotte Fl",16,"frankamedeo",133,16,"False","407966949"
"21","msnbc","@MSNBC MSNBC as usual ignores that the whole Biden Student debt forgiveness WAS for votes to divert attention from  all other failed policies.",1597568613476864000,4,0,"Tue Nov 29 12:30:13 +0000 2022",925517532504772608,1597561279601950720,2836421,"MSNBC","Tue","Nov 29","12:30:13"," 2022",2022-11-29,"1597568613476864000","Wed Nov 01 00:19:09 +0000 2017","","New York, USA",5,"PaulPisano56",1648,1169,"False","925517532504772608"
"22","msnbc","@MSNBC President Biden lied to the gullible people, who actually thought they were going to receive student loan forgiveness. 😂",1597568659878076416,2,1,"Tue Nov 29 12:30:24 +0000 2022",972848161604677632,1597561279601950720,2836421,"MSNBC","Tue","Nov 29","12:30:24"," 2022",2022-11-29,"1597568659878076416","Sun Mar 11 14:54:11 +0000 2018","Blocked by Jon Cooper, Peter Strzok, Donna Brazile, Jeffrey Guterman, Bob Cesca, Philippe Reines, Peter Rojas, Rebekah Jones","",870,"ProudUSANJNY",45369,50426,"False","972848161604677632"
"23","msnbc","@MSNBC I don’t care about who dines with Trump.  I care that my health ins premium is going up next year but my coverage stays the same.  I care about my student loan relief being blocked by Republicans.  I’m so tired of your obsession with this man.  He’s not worth it.  Move on.",1597569471702773760,0,0,"Tue Nov 29 12:33:38 +0000 2022",891685237909929984,NA,2836421,"MSNBC","Tue","Nov 29","12:33:38"," 2022",2022-11-29,"1597569471702773760","Sun Jul 30 15:41:42 +0000 2017","","",11,"EdnaSparrow1",646,897,"False","891685237909929984"
"24","msnbc","@MSNBC Republicans are not afraid to say they are against student loan bribes. It is irresponsible and unconstitutional.",1597575427861598208,1,0,"Tue Nov 29 12:57:18 +0000 2022",1519059692189757440,1597561279601950720,2836421,"MSNBC","Tue","Nov 29","12:57:18"," 2022",2022-11-29,"1597575427861598208","Tue Apr 26 21:04:13 +0000 2022","","",35,"Susan41364994",3182,4120,"False","1519059692189757440"
"25","foxnews","@FoxNews that's why they can't pay back their student loan",1597575648121585664,0,0,"Tue Nov 29 12:58:10 +0000 2022",1140550132884070400,1597540907057909760,1367531,"FoxNews","Tue","Nov 29","12:58:10"," 2022",2022-11-29,"1597575648121585664","Mon Jun 17 09:21:56 +0000 2019","","",12,"thomaslew13",6530,0,"False","1140550132884070400"
"26","foxnews","@FoxNews Before the election he promised student loan forgiveness and averting the rail road strike. Looking like neither will happen. Reviewing all his non-accomplishments I can see why there are so many post here naming him the worst president ever.",1597598772271656960,3,0,"Tue Nov 29 14:30:03 +0000 2022",1586724847517941760,1597383622499205120,1367531,"FoxNews","Tue","Nov 29","14:30:03"," 2022",2022-11-29,"1597598772271656960","Sun Oct 30 14:21:38 +0000 2022","Retired","Florida",41,"larryanglin9",616,2680,"False","1586724847517941760"
"27","foxnews","@FoxNews You mean like someone saying their son died in Iraq. My wife was killed by a drunk driver, the student loan payments will resume on Jan st it is time to start repaying.",1597629547113222144,0,0,"Tue Nov 29 16:32:21 +0000 2022",1469812403953147904,1597543416623235072,1367531,"FoxNews","Tue","Nov 29","16:32:21"," 2022",2022-11-29,"1597629547113222144","Sat Dec 11 23:33:22 +0000 2021","","",3,"NiddrieRichard",255,88,"False","1469812403953147904"
"28","nytimes","@nytimes We know that joementia is a liar isn't that right student loan forgiveness people yay let's go Brandon",1597665497419755520,0,0,"Tue Nov 29 18:55:12 +0000 2022",1595470254607671296,1597654130847371264,807095,"nytimes","Tue","Nov 29","18:55:12"," 2022",2022-11-29,"1597665497419755520","Wed Nov 23 17:32:21 +0000 2022","","",2,"jackSpa81774793",243,5,"False","1595470254607671296"
"29","foxnews","@FoxNews Eff Biden and his unconstitutional student loan handout. Biden just wants to create a generation of grifters like he and his corrupt family are. Whoever signed for the loan pays the loan!!!",1597676290529587200,0,0,"Tue Nov 29 19:38:05 +0000 2022",1586382556395499520,1597675536930803712,1367531,"FoxNews","Tue","Nov 29","19:38:05"," 2022",2022-11-29,"1597676290529587200","Sat Oct 29 15:41:09 +0000 2022","","",6,"jgh_57",549,416,"False","1586382556395499520"
"30","foxnews","@FoxNews Since educations/schools have turned into money machines for decades.

Those student loans,
would be better to be written off by the universities, colleges, or business schools?

Regardless,
It shouldn’t be paid by taxpayers.",1597678110140694528,1,1,"Tue Nov 29 19:45:19 +0000 2022",1157516414028111872,1597675536930803712,1367531,"FoxNews","Tue","Nov 29","19:45:19"," 2022",2022-11-29,"1597678110140694528","Sat Aug 03 04:59:53 +0000 2019","Chemical Engineer. music lover, marathon champion, professional yoga player. A good woman-:)","Palo Alto, California, USA",72,"AnnaRL_Bian",3710,2774,"False","1157516414028111872"
"31","usedgov","@usedgov Wait times for customer service @MOHELA are currently 4 HOURS. This organization does not have the capacity to provide federal student loan service.  Please investigate.",1597688060283883520,1,0,"Tue Nov 29 20:24:51 +0000 2022",67606504,1595157980529700864,20437286,"usedgov","Tue","Nov 29","20:24:51"," 2022",2022-11-29,"1597688060283883520","Fri Aug 21 13:28:53 +0000 2009","Nature lover, hiker, policy wonk, food nerd, New Yorker.","Hudson Valley, NY",236,"sarah_brannen",372,55,"False","67606504"
"32","foxnews","@FoxNews they should work part time to pay off their student loan instead of bludging on the taxpayers",1597762090324070400,0,0,"Wed Nov 30 01:19:01 +0000 2022",1140550132884070400,1597706991052398592,1367531,"FoxNews","Wed","Nov 30","01:19:01"," 2022",2022-11-30,"1597762090324070400","Mon Jun 17 09:21:56 +0000 2019","","",12,"thomaslew13",6530,0,"False","1140550132884070400"
"33","msnbc","@MSNBC @MaddowBlog Kind of like telling 92 million Americans who have student loans they don't have to pay them back! DUH!",1597763236476047360,0,0,"Wed Nov 30 01:23:35 +0000 2022",3052882033,1597757394095939584,2836421,"MSNBC","Wed","Nov 30","01:23:35"," 2022",2022-11-30,"1597763236476047360","Sun Mar 01 15:36:47 +0000 2015","Responsible Independent","Alabama, USA",124,"Gone2morrowCS",54886,18420,"False","3052882033"
"34","usedgov","@usedgov I applied for student loan forgiveness on October 15. I still haven't received an email telling me whether or not I've been approved.",1597941992130244608,3,0,"Wed Nov 30 13:13:53 +0000 2022",39352523,NA,20437286,"usedgov","Wed","Nov 30","13:13:53"," 2022",2022-11-30,"1597941992130244608","Mon May 11 21:54:15 +0000 2009","meep morp","Charlotte, NC",321,"BroRo117",8577,39724,"False","39352523"
"35","cnn","@CNN Cnn is racist thats all they talk about is how racist everybody is that is what racist do all my black white mexican and asian freinds think its all bullshit if biden would not have lied about student loans being paid off we would of hade the red wave hes lucky kids are gulable",1598007892304535552,0,0,"Wed Nov 30 17:35:45 +0000 2022",1520781655765659648,1597175984381652992,759251,"CNN","Wed","Nov 30","17:35:45"," 2022",2022-11-30,"1598007892304535552","Sun May 01 15:06:40 +0000 2022","Rebel with a mission","",15,"SteveT72173388",85,559,"False","1520781655765659648"
"36","foxnews","@FoxNews Meanwhile senior citizens are starving   Veterans in living a cardboard boxes.   And young people who paid off all their student loans are getting shafted",1598032343180414976,1,0,"Wed Nov 30 19:12:55 +0000 2022",1570466329064509440,1597971229952073728,1367531,"FoxNews","Wed","Nov 30","19:12:55"," 2022",2022-11-30,"1598032343180414976","Thu Sep 15 17:35:40 +0000 2022","","",13,"oldtruck1976",1932,96,"False","1570466329064509440"
"37","foxnews","@FoxNews But guns...but gay marriages...but student loans...but UK...but but but...",1598052324567834624,1,0,"Wed Nov 30 20:32:19 +0000 2022",1562172725543706624,1598044235101573120,1367531,"FoxNews","Wed","Nov 30","20:32:19"," 2022",2022-11-30,"1598052324567834624","Tue Aug 23 20:19:55 +0000 2022","Gambling...crypto...politics...registered GOP/Reagan Conservative...only one team matters...Redskin potatoes...HTTR...HTTC...","God's Green Earth",67,"RolexGambler",6886,2799,"False","1562172725543706624"
"38","foxnews","@FoxNews Yeah, Biden, promising to drop student loans isn’t classified as “buying votes?”",1598164899666210816,1,0,"Thu Dec 01 03:59:39 +0000 2022",741984407578247168,1598163735797022720,1367531,"FoxNews","Thu","Dec 01","03:59:39"," 2022",2022-12-01,"1598164899666210816","Sun Jun 12 13:24:03 +0000 2016","Government & Politics.","United States",542,"voiceoreason702",29694,17320,"False","741984407578247168"
"39","foxnews","@FoxNews Democrats! Same as paying off student loans tp buy votes!",1598165275123539968,2,0,"Thu Dec 01 04:01:08 +0000 2022",1586467030873833472,1598163735797022720,1367531,"FoxNews","Thu","Dec 01","04:01:08"," 2022",2022-12-01,"1598165275123539968","Sat Oct 29 21:17:13 +0000 2022","","",29,"HookerBirdy",219,4439,"False","1586467030873833472"
"40","foxnews","@FoxNews I wonder what the viewpoint would be if an examination of the recent student loan forgiveness effort were performed?",1598166940153171968,1,0,"Thu Dec 01 04:07:45 +0000 2022",2366233298,1598163735797022720,1367531,"FoxNews","Thu","Dec 01","04:07:45"," 2022",2022-12-01,"1598166940153171968","Fri Feb 28 23:42:44 +0000 2014","Husband, Father, Facilities Electrical Engineer, Looking for new opportunities. Old enough to see ST Original Series when it wasn't a rerun.","",6,"SeniorEEng",389,651,"False","2366233298"
"41","foxnews","@FoxNews Shouldn't Biden get the same for the student loan forgiveness?  That was basically buying young votes.",1598182884741107712,1,0,"Thu Dec 01 05:11:07 +0000 2022",36015448,1598163735797022720,1367531,"FoxNews","Thu","Dec 01","05:11:07"," 2022",2022-12-01,"1598182884741107712","Tue Apr 28 07:32:53 +0000 2009","","Illinois",81,"Smyttii",889,470,"False","36015448"
"42","foxnews","@FoxNews Thank God I'm not paying for anyones student loan! Or they can pay for my car payment.",1598208893238546432,27,1,"Thu Dec 01 06:54:28 +0000 2022",1518782629226577920,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","06:54:28"," 2022",2022-12-01,"1598208893238546432","Tue Apr 26 02:43:46 +0000 2022","Looking for like minded common sense peep tweets, anyone out there?😂😂🙄","",9,"Shawnlm63",114,290,"False","1518782629226577920"
"43","foxnews","@FoxNews And Republicans celebrate no student loan relief for teachers and nurses. Smh",1598212570577801216,3,0,"Thu Dec 01 07:09:04 +0000 2022",320187191,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","07:09:04"," 2022",2022-12-01,"1598212570577801216","Sun Jun 19 13:25:40 +0000 2011","Jesus is Lord! Happily married to my wife, Diane! Proud father of 3 great girls.","Ohio, USA",356,"drew_mullen",10685,23908,"False","320187191"
"44","foxnews","@FoxNews I hate to be trite but... .🤣Pay off your own damned student loans just like the rest of us had to.",1598215815731478528,3,0,"Thu Dec 01 07:21:58 +0000 2022",1502465993704099840,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","07:21:58"," 2022",2022-12-01,"1598215815731478528","Sat Mar 12 02:06:45 +0000 2022","Sensible Constitutional Conservative","",2,"Charles07788205",114,225,"False","1502465993704099840"
"45","foxnews","@FoxNews Wrong to make low income and blue collar workers pay off kids student loans because they didn’t want to work while going to college!!!! Get a damn job and pay your own debts!",1598221063368114176,0,0,"Thu Dec 01 07:42:49 +0000 2022",1448317929527853056,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","07:42:49"," 2022",2022-12-01,"1598221063368114176","Wed Oct 13 16:01:43 +0000 2021","","",2,"ConservfrFreedm",180,501,"False","1448317929527853056"
"46","foxnews","@FoxNews Joe, you cannot spend money without Congress approval. Student loan is not a National Security issue. Have them get a job and pay their own billls like others had to do!",1598277959223083008,5446,85,"Thu Dec 01 11:28:54 +0000 2022",1587482882985148416,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","11:28:54"," 2022",2022-12-01,"1598277959223083008","Tue Nov 01 16:33:55 +0000 2022","","",62,"RastelliSteve",615,1196,"False","1587482882985148416"
"47","foxnews","@FoxNews If Joe Biden were being intellectually honest about his actions to cancel student debt he would name them ""The Burdening of People who didn't go to College with the Debt of those who did Act"". Biden's student debt forgiveness plan may cost taxpayers an average of $2,000, per CNBC",1598278580160847872,1,0,"Thu Dec 01 11:31:22 +0000 2022",1110936848031977472,1598208264033935360,1367531,"FoxNews","Thu","Dec 01","11:31:22"," 2022",2022-12-01,"1598278580160847872","Wed Mar 27 16:09:19 +0000 2019","#IndyCar #Indy500 @MatthewNewgarden on Parler","",4170,"a_newgarden",111338,37330,"False","1110936848031977472"
"48","foxnews","@FoxNews Gimme my student loan forgiveness and I’ll consider you to be a half decent human being",1598278696351469568,0,0,"Thu Dec 01 11:31:50 +0000 2022",1591625725,1598200258055602176,1367531,"FoxNews","Thu","Dec 01","11:31:50"," 2022",2022-12-01,"1598278696351469568","Sat Jul 13 18:43:05 +0000 2013","⚫️🟡STEELERS 🏈OBVIOUSLY!! 🖥 Part Time Blogger. 📲DM for networking. 🤐Rants welcome. NOT 🚫 a voice actor","Dallas, TX",1158,"beanie099",12872,3482,"False","1591625725"
"49","foxnews","@FoxNews The student loan forgiveness program served its purpose, buying votes heading into the midterms.  Surely Biden knew it was illegal.",1598278824604897280,1,0,"Thu Dec 01 11:32:21 +0000 2022",1586063769611943936,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","11:32:21"," 2022",2022-12-01,"1598278824604897280","Fri Oct 28 18:34:36 +0000 2022","","Vermont, USA",27,"PassuPerry",1621,1052,"False","1586063769611943936"
"50","foxnews","@FoxNews Democrats knew this was a bullshit ploy to get votes.   Biden doesn’t have the authority to cancel student loans.",1598279247692722176,0,0,"Thu Dec 01 11:34:01 +0000 2022",1352733545589059584,1598270726653575168,1367531,"FoxNews","Thu","Dec 01","11:34:01"," 2022",2022-12-01,"1598279247692722176","Fri Jan 22 21:43:19 +0000 2021","","",171,"Frank70050544",11824,50481,"False","1352733545589059584"
"51","msnbc","@MSNBC How do people feel their not getting their student loan forgiveness?",1598283560645165056,0,0,"Thu Dec 01 11:51:10 +0000 2022",3202808548,1598277741408931840,2836421,"MSNBC","Thu","Dec 01","11:51:10"," 2022",2022-12-01,"1598283560645165056","Sat Apr 25 00:29:17 +0000 2015","People following me are president Trump supporters. Donald J Trump our 45th President. Retweeted twice by Campaign Trump MAGA 2024 🇺🇸🇺🇸","Massachusetts, USA",874,"michael_favreau",30060,16373,"False","3202808548"
"52","foxnews","@FoxNews Looks like all the student loan people that voted for Biden voted for a bribe pre-election that constitutionally can't be carried out. If you vote don't vote for personal favors vote for your country. With Biden in the office look at what you've done to our country. Economy, war.",1598288402495188992,1,0,"Thu Dec 01 12:10:24 +0000 2022",1505969074400075776,1598287350899032064,1367531,"FoxNews","Thu","Dec 01","12:10:24"," 2022",2022-12-01,"1598288402495188992","Mon Mar 21 18:06:48 +0000 2022","Conservative","",0,"BekKuch",248,307,"False","1505969074400075776"
"53","foxnews","@FoxNews He should not just say he is going to take care of student loans, he is buying votes and lying to the American citizens",1.598289668722e+18,3,0,"Thu Dec 01 12:15:26 +0000 2022",1514620723641430016,1598287350899032064,1367531,"FoxNews","Thu","Dec 01","12:15:26"," 2022",2022-12-01,"1.598289668722e+18","Thu Apr 14 15:05:23 +0000 2022","","",4,"sheila_harston",368,265,"False","1514620723641430016"
"54","foxnews","@FoxNews Your also forgetting the fact that he helped put a stop to student loan forgiveness! #TRUMP2024ToSaveAmerica",1598292795856683008,0,0,"Thu Dec 01 12:27:52 +0000 2022",1147881570025529344,1598200258055602176,1367531,"FoxNews","Thu","Dec 01","12:27:52"," 2022",2022-12-01,"1598292795856683008","Sun Jul 07 14:54:27 +0000 2019","","",9,"TammyBu55231230",198,81,"False","1147881570025529344"
